filename,label,split,confidence_score,original_width,original_height,crop_width,crop_height,mask_area_pct
0301012_36_jpg.png,Normal,train,0.8593575954437256,2048,1536,1512,633,18.1
0301012_37_jpg.png,Normal,train,0.7638912200927734,2048,1536,1411,611,16.78
0301012_38_jpg.png,Normal,train,0.8781357407569885,2048,1536,1306,517,13.1
0301014_43_jpg.png,Normal,train,0.8544110059738159,2048,1536,1175,521,11.51
0301014_44_jpg.png,Normal,train,0.7953516840934753,2048,1536,1227,480,11.76
0301015_46_jpg.png,Normal,val,0.8366700410842896,2048,1536,1543,634,17.23
0301015_47_jpg.png,Normal,train,0.8212652802467346,2048,1536,1481,602,16.28
0301016_49_jpg.png,Normal,train,0.9191560745239258,2048,1536,1349,675,16.46
0301016_50_jpg.png,Normal,train,0.9154914617538452,2048,1536,1419,716,18.19
0301018_58_jpg.png,Normal,train,0.8695147633552551,2048,1536,1465,629,17.44
0301018_59_jpg.png,Normal,val,0.8842872977256775,2048,1536,1461,636,16.62
0301019_55_jpg.png,Normal,train,0.8642131686210632,2048,1536,1336,633,15.44
0301019_56_jpg.png,Normal,val,0.8956285119056702,2048,1536,1579,686,18.4
0301020_61_jpg.png,Normal,train,0.8709078431129456,2048,1536,1480,613,15.08
0301020_62_jpg.png,Normal,train,0.8341038823127747,2048,1536,1432,531,14.07
0301024_77_jpg.png,Normal,test,0.883848249912262,2048,1536,1381,614,14.11
0301024_78_jpg.png,Normal,train,0.8674432039260864,2048,1536,1340,596,13.94
0301025_80_jpg.png,Normal,val,0.9326897859573364,2048,1536,1558,683,19.82
0301025_81_jpg.png,Normal,train,0.93143230676651,2048,1536,1534,702,21.17
0301026_71_jpg.png,Normal,val,0.924235463142395,2048,1536,1471,551,15.13
0301026_72_jpg.png,Normal,train,0.9181334972381592,2048,1536,1379,518,14.18
0301027_83_jpg.png,Normal,val,0.8405943512916565,2048,1536,1374,677,16.47
0301027_84_jpg.png,Normal,train,0.7472753524780273,2048,1536,1420,589,15.99
0301028_86_jpg.png,Normal,train,0.9070819020271301,2048,1536,1630,547,16.01
0301028_87_jpg.png,Normal,train,0.920291543006897,2048,1536,1519,564,15.18
0301029_89_jpg.png,Normal,train,0.8721584677696228,2048,1536,1154,449,9.31
0301029_90_jpg.png,Normal,train,0.8883054852485657,2048,1536,1432,516,14.27
0301030_92_jpg.png,Normal,train,0.6674536466598511,2048,1536,1261,554,12.47
0301030_93_jpg.png,Normal,train,0.8833516240119934,2048,1536,1419,509,12.0
0301031_95_jpg.png,Normal,train,0.9257051944732666,2048,1536,1500,656,18.74
0301031_96_jpg.png,Normal,train,0.9466352462768555,2048,1536,1551,713,22.59
0301032_98_jpg.png,Normal,val,0.8859109282493591,2048,1536,1582,784,21.75
0301032_99_jpg.png,Normal,train,0.8656408190727234,2048,1536,1592,753,23.46
0301033_101_jpg.png,Normal,train,0.9260839819908142,2048,1536,1564,629,19.88
0301033_102_jpg.png,Normal,train,0.954123854637146,2048,1536,1642,649,20.26
0301034_107_jpg.png,Normal,test,0.8201302289962769,2048,1536,1155,552,12.63
0301034_108_jpg.png,Normal,train,0.8874257206916809,2048,1536,1471,673,19.02
0301038_117_jpg.png,Normal,train,0.8276183009147644,2048,1536,1278,558,14.16
0301038_118_jpg.png,Normal,train,0.8808466196060181,2048,1536,1531,624,18.35
0301039_120_jpg.png,Normal,train,0.9184697866439819,2048,1536,1838,692,21.47
0301039_121_jpg.png,Normal,test,0.7729862332344055,2048,1536,1490,531,13.48
0301042_129_jpg.png,Normal,test,0.9506920576095581,2048,1536,1549,620,18.04
0301042_130_jpg.png,Normal,val,0.9454757571220398,2048,1536,1512,596,17.23
0301044_136_jpg.png,Normal,val,0.8925141096115112,2048,1536,1775,680,20.74
0301044_137_jpg.png,Normal,train,0.7715480327606201,2048,1536,1662,508,16.62
0301046_142_jpg.png,Normal,train,0.8817554712295532,2048,1536,1878,654,24.16
0301046_143_jpg.png,Normal,test,0.8833390474319458,2048,1536,1637,539,17.35
0301047_145_jpg.png,Normal,train,0.9095242619514465,2048,1536,1491,490,14.18
0301047_146_jpg.png,Normal,train,0.9141613245010376,2048,1536,1636,583,16.82
0301048_148_jpg.png,Normal,test,0.8935826420783997,2048,1536,1458,595,16.11
0301048_149_jpg.png,Normal,train,0.8913871049880981,2048,1536,1360,500,12.14
0301049_151_jpg.png,Normal,train,0.8915818333625793,2048,1536,1389,544,13.47
0301049_152_jpg.png,Normal,train,0.9021598696708679,2048,1536,1458,537,13.9
0301049_153_jpg.png,Normal,train,0.8844346404075623,2048,1536,1332,543,12.67
0301050_155_jpg.png,Normal,train,0.9025391936302185,2048,1536,1582,763,21.67
0301050_156_jpg.png,Normal,test,0.9127234816551208,2048,1536,1524,671,17.81
0301051_158_jpg.png,Normal,train,0.9299275279045105,2048,1536,1722,709,21.0
0301051_159_jpg.png,Normal,train,0.9157616496086121,2048,1536,1705,693,20.65
0301052_161_jpg.png,Normal,train,0.8656637668609619,2048,1536,1340,542,13.4
0301052_162_jpg.png,Normal,train,0.8278205990791321,2048,1536,1280,588,11.98
0301053_164_jpg.png,Normal,train,0.8898231387138367,2048,1536,1520,643,18.17
0301053_165_jpg.png,Normal,test,0.8781632781028748,2048,1536,1512,609,18.1
0301054_167_jpg.png,Normal,train,0.8950605392456055,2048,1536,1466,697,19.56
0301054_168_jpg.png,Normal,train,0.9194267392158508,2048,1536,1549,666,18.52
0301054_169_jpg.png,Normal,train,0.8734352588653564,2048,1536,1534,636,17.26
0301055_171_jpg.png,Normal,train,0.9078046679496765,2048,1536,1327,567,13.3
0301055_172_jpg.png,Normal,train,0.8649401068687439,2048,1536,1444,603,15.45
0301056_174_jpg.png,Normal,train,0.8778683543205261,2048,1536,1550,544,14.02
0301056_175_jpg.png,Normal,train,0.8276900053024292,2048,1536,1516,481,12.97
0301057_177_jpg.png,Normal,train,0.8678956627845764,2048,1536,1597,600,16.52
0301057_178_jpg.png,Normal,test,0.8611589074134827,2048,1536,1723,602,18.71
0301058_180_jpg.png,Normal,train,0.6717226505279541,2048,1536,1547,493,15.09
0301058_181_jpg.png,Normal,val,0.6761627793312073,2048,1536,1673,534,18.0
0301059_183_jpg.png,Normal,test,0.8132421970367432,2048,1536,1493,475,12.88
0301059_184_jpg.png,Normal,train,0.7291488647460938,2048,1536,1426,542,13.3
0301061_189_jpg.png,Normal,train,0.8441822528839111,2048,1536,1441,607,15.02
0301061_190_jpg.png,Normal,train,0.8732260465621948,2048,1536,1566,639,17.4
0301063_195_jpg.png,Normal,test,0.8714476227760315,2048,1536,1411,548,13.85
0301064_197_jpg.png,Normal,train,0.9381773471832275,2048,1536,1645,557,17.89
0301064_198_jpg.png,Normal,train,0.9257646799087524,2048,1536,1596,580,18.81
0301065_200_jpg.png,Normal,val,0.8218425512313843,2048,1536,1517,609,17.56
0301065_201_jpg.png,Normal,test,0.885412335395813,2048,1536,1422,491,12.61
0301066_203_jpg.png,Normal,test,0.9339094161987305,2048,1536,1431,590,14.96
0301066_204_jpg.png,Normal,test,0.8550180792808533,2048,1536,1330,645,13.66
0301066_205_jpg.png,Normal,train,0.9176821112632751,2048,1536,1303,667,16.25
0301068_210_jpg.png,Normal,val,0.7653548717498779,2048,1536,1168,606,11.62
0301068_211_jpg.png,Normal,train,0.8256548047065735,2048,1536,1428,482,11.32
0301069_1_jpg.png,Normal,test,0.8389748930931091,2048,1536,1348,473,11.85
0301069_2_jpg.png,Normal,train,0.8407780528068542,2048,1536,1322,459,11.79
0301070_4_jpg.png,Normal,train,0.8869432210922241,2048,1536,1392,522,13.8
0301070_5_jpg.png,Normal,val,0.844773530960083,2048,1536,1391,525,13.41
0301071_7_jpg.png,Normal,train,0.8645785450935364,2048,1536,1442,575,16.48
0301071_8_jpg.png,Normal,train,0.8276211023330688,2048,1536,1260,584,13.82
0301072_13_jpg.png,Normal,train,0.813369870185852,2048,1536,1613,679,19.9
0301072_14_jpg.png,Normal,test,0.8095687627792358,2048,1536,1680,645,20.25
0301073_16_jpg.png,Normal,val,0.8164246678352356,2048,1536,1647,477,15.21
0301073_17_jpg.png,Normal,train,0.8954833149909973,2048,1536,1796,489,17.06
0301075_19_jpg.png,TF,train,0.9461179375648499,2048,1536,1723,775,25.0
0301075_20_jpg.png,TF,train,0.9078010320663452,2048,1536,1508,709,19.46
0301077_22_jpg.png,Normal,val,0.6567312479019165,2048,1536,1404,530,14.02
0301077_23_jpg.png,Normal,val,0.8249267339706421,2048,1536,1397,510,13.19
0301077_24_jpg.png,Normal,train,0.8379090428352356,2048,1536,1631,491,14.46
0301078_29_jpg.png,Normal,train,0.7992408275604248,2048,1536,1464,613,17.38
0301078_30_jpg.png,Normal,train,0.8995614647865295,2048,1536,1486,573,15.47
0301079_32_jpg.png,TF,test,0.9293432235717773,2048,1536,1531,650,17.82
0301079_33_jpg.png,TF,train,0.9079671502113342,2048,1536,1629,613,17.22
0301080_35_jpg.png,Normal,train,0.7891860604286194,2048,1536,1403,547,12.68
0301080_36_jpg.png,Normal,train,0.8898991942405701,2048,1536,1359,494,11.66
0301081_38_jpg.png,Normal,train,0.9019023776054382,2048,1536,1888,567,20.46
0301081_39_jpg.png,Normal,train,0.9045830368995667,2048,1536,1994,641,19.92
0301084_47_jpg.png,Normal,test,0.869715690612793,2048,1536,1657,591,17.55
0301084_48_jpg.png,Normal,test,0.793783962726593,2048,1536,1727,578,17.25
0301085_50_jpg.png,Normal,train,0.9270491600036621,2048,1536,1515,803,22.76
0301085_51_jpg.png,Normal,train,0.9380322098731995,2048,1536,1521,727,19.58
0301087_55_jpg.png,Normal,test,0.886073887348175,2048,1536,1531,657,18.55
0301087_56_jpg.png,Normal,val,0.8766837120056152,2048,1536,1500,628,16.55
0301090_64_jpg.png,Normal,train,0.8470820188522339,2048,1536,1620,582,17.58
0301090_65_jpg.png,Normal,val,0.7652458548545837,2048,1536,1542,536,13.97
0301091_67_jpg.png,Normal,train,0.9044557213783264,2048,1536,1725,606,18.9
0301091_68_jpg.png,Normal,train,0.8670991659164429,2048,1536,1572,617,16.67
0301092_70_jpg.png,Normal,train,0.863035261631012,2048,1536,1428,541,13.56
0301092_71_jpg.png,Normal,train,0.8365484476089478,2048,1536,1466,494,12.59
0301094_73_jpg.png,Normal,train,0.9130922555923462,2048,1536,1384,567,14.91
0301094_74_jpg.png,Normal,train,0.8928101062774658,2048,1536,1422,535,14.43
0301095_79_jpg.png,Normal,test,0.9269086718559265,2048,1536,1665,640,19.17
0301095_80_jpg.png,Normal,train,0.8717041015625,2048,1536,1504,574,15.43
0301096_82_jpg.png,Normal,train,0.8504507541656494,2048,1536,1383,556,13.33
0301096_83_jpg.png,Normal,train,0.8557309508323669,2048,1536,1405,578,14.76
0301097_85_jpg.png,Normal,train,0.9099202156066895,2048,1536,1582,676,19.57
0301097_86_jpg.png,Normal,test,0.919879674911499,2048,1536,1577,658,19.02
0301098_88_jpg.png,Normal,train,0.9139212369918823,2048,1536,1510,674,18.34
0301098_89_jpg.png,Normal,train,0.9172662496566772,2048,1536,1505,658,17.05
0301099_91_jpg.png,Normal,train,0.7087206840515137,2048,1536,1213,650,15.27
0301099_92_jpg.png,Normal,test,0.8689172863960266,2048,1536,1541,670,19.09
0301100_94_jpg.png,Normal,train,0.9019098281860352,2048,1536,1523,698,18.5
0301100_95_jpg.png,Normal,train,0.7503373622894287,2048,1536,1462,508,14.52
0301104_107_jpg.png,Normal,train,0.8378432989120483,2048,1536,1625,648,16.39
0301104_108_jpg.png,Normal,train,0.7078701853752136,2048,1536,1503,634,18.99
0301105_110_jpg.png,Normal,train,0.8682369589805603,2048,1536,1810,663,21.95
0301105_111_jpg.png,Normal,test,0.8416774272918701,2048,1536,1757,610,20.18
0301106_113_jpg.png,Normal,val,0.8814752101898193,2048,1536,1264,565,13.95
0301106_114_jpg.png,Normal,train,0.8973868489265442,2048,1536,1506,582,17.05
0302001_135_jpg.png,Normal,val,0.9032081365585327,2048,1536,1711,641,20.07
0302001_136_jpg.png,Normal,val,0.9060911536216736,2048,1536,1614,654,19.24
0302002_138_jpg.png,Normal,test,0.9519168734550476,2048,1536,1642,646,17.59
0302002_139_jpg.png,Normal,train,0.8341425657272339,2048,1536,1481,430,11.19
0302004_145_jpg.png,Normal,test,0.8994718194007874,2048,1536,1439,709,18.49
0302004_146_jpg.png,Normal,val,0.8899796605110168,2048,1536,1370,746,19.27
0302004_147_jpg.png,Normal,val,0.8924395442008972,2048,1536,1471,740,20.21
0302005_129_jpg.png,Normal,train,0.9036086201667786,2048,1536,1582,733,21.03
0302005_130_jpg.png,Normal,val,0.8480628728866577,2048,1536,1574,779,23.13
0302007_149_jpg.png,Normal,train,0.9235195517539978,2048,1536,1592,621,17.6
0302007_150_jpg.png,Normal,train,0.9411659836769104,2048,1536,1743,584,18.64
0302011_1_jpg.png,Normal,test,0.7610635161399841,2048,1536,1321,535,12.77
0302011_2_jpg.png,Normal,train,0.792168140411377,2048,1536,1602,582,15.87
0302012_4_jpg.png,Normal,train,0.9268245697021484,2048,1536,1757,705,21.48
0302012_5_jpg.png,Normal,train,0.8889865279197693,2048,1536,1707,685,21.52
0302013_7_jpg.png,Normal,train,0.9035077691078186,2048,1536,1456,627,16.7
0302013_8_jpg.png,Normal,test,0.7785136699676514,2048,1536,1563,636,18.49
0302014_10_jpg.png,Normal,test,0.8812093138694763,2048,1536,1761,543,17.34
0302014_11_jpg.png,Normal,train,0.8288876414299011,2048,1536,1491,570,15.94
0302015_13_jpg.png,Normal,train,0.9227247834205627,2048,1536,1146,540,10.82
0302015_14_jpg.png,Normal,train,0.8949580788612366,2048,1536,1589,665,16.83
0302017_19_jpg.png,Normal,train,0.8463060259819031,2048,1536,1585,588,15.12
0302017_20_jpg.png,Normal,train,0.8766837120056152,2048,1536,1614,540,15.2
0302018_22_jpg.png,Normal,val,0.8475949168205261,2048,1536,1465,597,15.21
0302018_23_jpg.png,Normal,train,0.7035186290740967,2048,1536,1389,538,13.89
0302019_25_jpg.png,Normal,test,0.850348174571991,2048,1536,1259,559,12.35
0302019_26_jpg.png,Normal,train,0.9079151153564453,2048,1536,1330,567,12.86
0302020_28_jpg.png,Normal,val,0.9374000430107117,2048,1536,1510,693,20.3
0302021_31_jpg.png,Normal,train,0.9068811535835266,2048,1536,1317,478,12.0
0302021_32_jpg.png,TF,val,0.892457127571106,2048,1536,1366,566,14.21
0302023_37_jpg.png,Normal,train,0.8737214207649231,2048,1536,1396,645,15.88
0302023_38_jpg.png,Normal,train,0.8378675580024719,2048,1536,1439,699,18.17
0302023_39_jpg.png,Normal,train,0.9136345982551575,2048,1536,1374,717,17.64
0302025_44_jpg.png,Normal,train,0.8892136216163635,2048,1536,1270,597,14.28
0302025_45_jpg.png,Normal,train,0.7873728275299072,2048,1536,1529,639,17.13
0302028_53_jpg.png,Normal,test,0.8026307225227356,2048,1536,1328,490,11.15
0302028_54_jpg.png,Normal,test,0.9078099131584167,2048,1536,1433,542,15.17
0302029_56_jpg.png,Normal,train,0.8751669526100159,2048,1536,1533,567,16.72
0302029_57_jpg.png,Normal,train,0.8627417683601379,2048,1536,1478,558,15.27
0302032_65_jpg.png,Normal,train,0.8814002871513367,2048,1536,1285,578,13.43
0302032_66_jpg.png,Normal,train,0.9002048373222351,2048,1536,1340,578,14.29
0302033_68_jpg.png,Normal,train,0.9315199255943298,2048,1536,1712,673,21.9
0302033_69_jpg.png,Normal,train,0.9263818264007568,2048,1536,1604,626,18.22
0302034_71_jpg.png,Normal,train,0.8187302350997925,2048,1536,1397,531,12.92
0302034_72_jpg.png,Normal,train,0.806525468826294,2048,1536,1436,570,13.71
0302035_74_jpg.png,Normal,train,0.8623473644256592,2048,1536,1453,628,15.39
0302035_75_jpg.png,Normal,val,0.8458019495010376,2048,1536,1424,584,14.69
0302036_77_jpg.png,Normal,train,0.7990421652793884,2048,1536,1455,585,16.19
0302036_78_jpg.png,Normal,test,0.8478856086730957,2048,1536,1567,574,18.23
0302037_80_jpg.png,Normal,train,0.585265040397644,2048,1536,1635,671,15.17
0302037_81_jpg.png,Normal,val,0.5021626949310303,2048,1536,1510,530,12.17
0302040_89_jpg.png,Normal,train,0.9006072282791138,2048,1536,1565,633,18.78
0302040_90_jpg.png,Normal,train,0.9274141192436218,2048,1536,1352,613,15.06
0302041_92_jpg.png,TF,train,0.8921934962272644,2048,1536,1566,609,19.48
0302041_93_jpg.png,TF,val,0.8936054110527039,2048,1536,1501,686,20.84
0302042_95_jpg.png,Normal,test,0.9118068218231201,2048,1536,1440,621,16.02
0302042_96_jpg.png,Normal,train,0.8710201978683472,2048,1536,1432,556,14.37
0302043_98_jpg.png,Normal,train,0.7951584458351135,2048,1536,1542,614,15.11
0302043_99_jpg.png,Normal,train,0.8520476818084717,2048,1536,1345,539,12.45
0302044_101_jpg.png,Normal,train,0.8414780497550964,2048,1536,1475,591,15.51
0302044_102_jpg.png,Normal,train,0.8601555228233337,2048,1536,1558,600,17.34
0302045_104_jpg.png,Normal,train,0.7501906752586365,2048,1536,1178,431,9.65
0302045_105_jpg.png,Normal,test,0.8999932408332825,2048,1536,1359,524,12.73
0302046_107_jpg.png,Normal,train,0.8744996786117554,2048,1536,1528,563,17.21
0302046_108_jpg.png,Normal,train,0.9003917574882507,2048,1536,1604,512,16.73
0302047_110_jpg.png,Normal,train,0.8092004656791687,2048,1536,1420,494,12.02
0302047_111_jpg.png,Normal,val,0.816597044467926,2048,1536,1336,517,12.18
0302048_113_jpg.png,Normal,train,0.8936143517494202,2048,1536,1338,488,12.33
0302048_114_jpg.png,Normal,train,0.8480463624000549,2048,1536,1616,514,14.97
0302049_116_jpg.png,Normal,train,0.936829686164856,2048,1536,1267,609,13.92
0302049_117_jpg.png,Normal,train,0.9213802218437195,2048,1536,1260,669,15.74
0302050_119_jpg.png,Normal,train,0.8226547837257385,2048,1536,1206,561,12.61
0302050_120_jpg.png,Normal,train,0.8479030132293701,2048,1536,1245,575,13.2
0302051_122_jpg.png,Normal,train,0.9323078393936157,2048,1536,1734,664,19.86
0302051_123_jpg.png,Normal,train,0.9338226318359375,2048,1536,1587,645,19.57
0302052_125_jpg.png,TF,test,0.9293735027313232,2048,1536,1725,635,21.0
0302052_126_jpg.png,TF,train,0.93186354637146,2048,1536,1524,613,17.36
0302053_128_jpg.png,Normal,train,0.8873220086097717,2048,1536,1367,684,16.25
0302053_129_jpg.png,Normal,test,0.8843086957931519,2048,1536,1525,721,19.25
0302055_134_jpg.png,Normal,train,0.9251713156700134,2048,1536,1625,584,16.69
0302055_135_jpg.png,Normal,test,0.928392767906189,2048,1536,1572,534,16.19
0302056_137_jpg.png,Normal,train,0.9075679779052734,2048,1536,1544,577,16.57
0302056_138_jpg.png,Normal,train,0.8535356521606445,2048,1536,1294,532,13.49
0302057_140_jpg.png,Normal,train,0.8639071583747864,2048,1536,1424,650,16.35
0302057_141_jpg.png,Normal,train,0.8826324939727783,2048,1536,1414,588,15.51
0302058_143_jpg.png,Normal,test,0.8573535680770874,2048,1536,1542,481,13.48
0302058_144_jpg.png,Normal,val,0.902900755405426,2048,1536,1527,508,13.27
0302059_146_jpg.png,Normal,train,0.9234403967857361,2048,1536,1292,606,13.7
0302059_147_jpg.png,Normal,train,0.9134605526924133,2048,1536,1314,525,12.35
0302061_152_jpg.png,Normal,train,0.9148326516151428,2048,1536,1354,652,16.51
0302061_153_jpg.png,Normal,train,0.865877628326416,2048,1536,1270,559,13.4
0302066_167_jpg.png,Normal,train,0.9404135942459106,2048,1536,1661,805,26.32
0302066_168_jpg.png,Normal,test,0.9230570793151855,2048,1536,1683,709,22.71
0302068_173_jpg.png,Normal,val,0.8754501342773438,2048,1536,1249,576,14.7
0302068_174_jpg.png,Normal,train,0.9341739416122437,2048,1536,1286,575,13.68
0302070_179_jpg.png,Normal,train,0.892739474773407,2048,1536,1591,629,19.16
0302070_180_jpg.png,Normal,train,0.8502137064933777,2048,1536,1604,671,20.47
0302072_185_jpg.png,Normal,train,0.9063981771469116,2048,1536,1552,630,19.18
0302072_186_jpg.png,Normal,train,0.8955184817314148,2048,1536,1612,675,21.56
0302073_188_jpg.png,Normal,train,0.8945090174674988,2048,1536,1546,643,20.09
0302073_189_jpg.png,Normal,train,0.9123839735984802,2048,1536,1634,661,20.87
0302074_191_jpg.png,TF,train,0.9449794292449951,2048,1536,1582,621,18.71
0302074_192_jpg.png,TF,train,0.9034101963043213,2048,1536,1450,705,17.27
0302076_197_jpg.png,Normal,train,0.8993459343910217,2048,1536,1514,701,19.85
0302076_198_jpg.png,Normal,train,0.8907445669174194,2048,1536,1446,665,18.43
0302077_200_jpg.png,Normal,test,0.9174318313598633,2048,1536,1663,636,19.43
0302077_201_jpg.png,Normal,train,0.9044579863548279,2048,1536,1567,636,18.15
0302078_203_jpg.png,TF,train,0.8385860323905945,2048,1536,1359,601,14.86
0302078_204_jpg.png,TF,test,0.8844753503799438,2048,1536,1467,706,20.08
0302079_206_jpg.png,TF,train,0.9016113877296448,2048,1536,1501,608,16.41
0302079_207_jpg.png,TF,val,0.910058319568634,2048,1536,1557,581,17.01
0302080_1_jpg.png,Normal,train,0.8950093388557434,2048,1536,1486,674,18.18
0302080_2_jpg.png,Normal,train,0.9275373220443726,2048,1536,1505,580,16.68
0302081_4_jpg.png,Normal,test,0.8809237480163574,2048,1536,1345,607,14.48
0302081_5_jpg.png,Normal,train,0.8284619450569153,2048,1536,1578,595,16.8
0302082_7_jpg.png,Normal,train,0.9432591795921326,2048,1536,1528,723,19.27
0302082_8_jpg.png,Normal,train,0.8643973469734192,2048,1536,1621,712,20.37
0302084_13_jpg.png,Normal,train,0.9282152056694031,2048,1536,1246,574,12.69
0302084_14_jpg.png,Normal,val,0.9017528891563416,2048,1536,1411,478,13.04
0302085_16_jpg.png,Normal,train,0.9280328154563904,2048,1536,1655,600,17.88
0302085_17_jpg.png,Normal,train,0.9106553196907043,2048,1536,1598,537,16.64
0302085_18_jpg.png,Normal,train,0.9204673171043396,2048,1536,1683,595,17.45
0302085_19_jpg.png,Normal,test,0.9257636070251465,2048,1536,1592,537,15.55
0303021_1_jpg.png,TF,train,0.8412136435508728,2048,1536,1277,537,12.22
0303021_2_jpg.png,TF,train,0.693663477897644,2048,1536,1389,519,13.57
0303025_13_jpg.png,Normal,val,0.9484171867370605,2048,1536,1475,712,18.01
0303025_14_jpg.png,Normal,train,0.9168440103530884,2048,1536,1504,711,18.35
0303027_19_jpg.png,TF,train,0.8943051695823669,2048,1536,1376,569,13.73
0303027_20_jpg.png,TF,train,0.8156321048736572,2048,1536,1300,603,13.82
0303029_25_jpg.png,Normal,val,0.8417272567749023,2048,1536,1500,581,15.69
0303029_26_jpg.png,Normal,train,0.8464621901512146,2048,1536,1590,599,17.12
0303030_28_jpg.png,TF,val,0.8779031038284302,2048,1536,1585,604,18.57
0303030_29_jpg.png,TF,train,0.6459347009658813,2048,1536,1714,574,16.55
0303031_31_jpg.png,Normal,train,0.8089183568954468,2048,1536,1444,624,15.58
0303031_32_jpg.png,Normal,train,0.8898112773895264,2048,1536,1444,696,18.41
0303032_34_jpg.png,Normal,train,0.884675145149231,2048,1536,1450,685,18.03
0303032_35_jpg.png,Normal,train,0.8017120957374573,2048,1536,1456,780,19.57
0303033_37_jpg.png,Normal,train,0.7239545583724976,2048,1536,1456,513,13.3
0303033_38_jpg.png,Normal,val,0.8910472393035889,2048,1536,1310,500,12.26
0303035_43_jpg.png,Normal,train,0.8606535196304321,2048,1536,1573,568,15.64
0303035_44_jpg.png,Normal,train,0.8650092482566833,2048,1536,1412,533,14.35
0303035_45_jpg.png,Normal,train,0.8991963863372803,2048,1536,1326,485,11.92
0303038_54_jpg.png,Normal,train,0.9022870063781738,2048,1536,1356,746,18.78
0303038_55_jpg.png,Normal,train,0.9095503687858582,2048,1536,1369,730,18.62
0303039_57_jpg.png,Normal,train,0.8803357481956482,2048,1536,1448,612,15.74
0303039_58_jpg.png,Normal,val,0.8199542760848999,2048,1536,1713,630,17.63
0303043_70_jpg.png,Normal,train,0.8893122673034668,2048,1536,1469,575,14.99
0303043_71_jpg.png,Normal,train,0.874431312084198,2048,1536,1398,611,15.33
0303045_76_jpg.png,Normal,train,0.9552660584449768,2048,1536,1384,590,15.56
0303045_77_jpg.png,Normal,val,0.9360968470573425,2048,1536,1537,647,18.83
0303048_88_jpg.png,Normal,train,0.8465386033058167,2048,1536,1224,581,12.3
0303048_89_jpg.png,Normal,test,0.8919333219528198,2048,1536,1104,564,10.79
0303049_85_jpg.png,Normal,train,0.8657492995262146,2048,1536,1546,757,19.59
0303049_86_jpg.png,Normal,train,0.8848789930343628,2048,1536,1417,688,17.07
0303051_94_jpg.png,Normal,train,0.8977205753326416,2048,1536,1649,635,20.21
0303051_95_jpg.png,Normal,train,0.8586392402648926,2048,1536,1626,591,17.59
0303052_97_jpg.png,Normal,train,0.8563846349716187,2048,1536,1388,611,15.54
